track_id,track_name,artist_id,artist_name,album_id,duration,release_date,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,playlist_id,playlist_name
4enEJGj42a9Nk9Gh7DNhWL,Let Me Be The One,6DiAVYfSzZi8h1fGuTD6LI,Jimmy Bondoc,6sFyORSgKHCSeYLMmNHJyj,312346,2004-11-29,59,0.505,0.283,9,-8.37,1,0.0429,0.827,0.0,0.0732,0.316,123.964,4enEJGj42a9Nk9Gh7DNhWL,4enEJGj42a9Nk9Gh7DNhWL
0TlkrxoKC7ACwZ7lUrqcuA,Hiling,1DYXGLnfNDt8mO2aK9k83j,Jay-R Siaboc,02SypaMAMfF9Yn93BssWfN,296646,2007-01-01,47,0.517,0.404,7,-10.737,1,0.0288,0.181,5.53e-06,0.271,0.235,151.917,0TlkrxoKC7ACwZ7lUrqcuA,0TlkrxoKC7ACwZ7lUrqcuA
44JBpAKlp2UbtAroEi8aTM,Mottaka,5YsndgekQun1kkoLbLtnaj,Cheese,57HjQiKphRvshgRDsdRh96,304653,2005,37,0.547,0.824,2,-5.498,1,0.0342,0.003,0.000138,0.0865,0.538,124.742,44JBpAKlp2UbtAroEi8aTM,44JBpAKlp2UbtAroEi8aTM
35J7SCjHvNJVk57XPxWoEA,Tabing Ilog,2cUM0BKXb6AP3CQAYK7xOw,Barbie's Cradle,5nYhvfv7f8M2SPcjmDgk6B,195933,2004-05-24,42,0.354,0.328,4,-15.234,1,0.0369,0.753,0.00727,0.133,0.407,169.684,35J7SCjHvNJVk57XPxWoEA,35J7SCjHvNJVk57XPxWoEA
4zSS4K88KCyjqCzbinmJPw,Betamax,6baezjDaGyBqrW8xGqw3a5,Sandwich,5DzbU8g7NbVAOVYiK5wiaS,247942,2008,38,0.419,0.734,5,-7.659,1,0.0562,0.00185,7.42e-06,0.213,0.606,107.245,4zSS4K88KCyjqCzbinmJPw,4zSS4K88KCyjqCzbinmJPw
0QVqB4rS4N9D8AFogI8rYQ,"Banal Na Aso, Santong Kabayo",6E1ESSogzH36DPYJY1yELB,Yano,4IDSpVaVdqTNmx5QVlQD0S,267693,2005,35,0.575,0.549,4,-6.374,0,0.0341,0.0892,0.0351,0.108,0.176,164.706,0QVqB4rS4N9D8AFogI8rYQ,0QVqB4rS4N9D8AFogI8rYQ
3r4dzBesqq8P8B3ePHt2Nj,Enes,5YsndgekQun1kkoLbLtnaj,Cheese,57HjQiKphRvshgRDsdRh96,188160,2005,25,0.431,0.887,4,-4.271,0,0.0919,0.00268,2.28e-06,0.145,0.465,126.58,3r4dzBesqq8P8B3ePHt2Nj,3r4dzBesqq8P8B3ePHt2Nj
4MS7Sm3LIEmzoxrZgrDOgd,Parusa,5YsndgekQun1kkoLbLtnaj,Cheese,57HjQiKphRvshgRDsdRh96,244533,2005,25,0.288,0.887,0,-6.917,1,0.119,0.0245,1.96e-05,0.125,0.0995,116.886,4MS7Sm3LIEmzoxrZgrDOgd,4MS7Sm3LIEmzoxrZgrDOgd
1mgYxX4S3g147iVfxsKgtr,First of Summer,18B9mAtwCLjkXGMlBtH1LZ,Urbandub,6e6y1YfaE1r9bW7ov3apYn,213042,2005,46,0.293,0.917,1,-5.436,1,0.142,0.00138,0.0,0.249,0.448,134.894,1mgYxX4S3g147iVfxsKgtr,1mgYxX4S3g147iVfxsKgtr
5TYD8Zi4vtFVW27lRcyBro,A Call to Arms,18B9mAtwCLjkXGMlBtH1LZ,Urbandub,1JS95xgpCHMEEqgCTyroku,235040,2009-01-01,0,0.54,0.877,3,-6.218,1,0.0353,0.00774,0.0,0.104,0.656,150.027,5TYD8Zi4vtFVW27lRcyBro,5TYD8Zi4vtFVW27lRcyBro
0uxbMOAUB1ayuNyRJKU9fi,Paris - Chorus,1WUdtysXvz9qXuD6toSJqA,Chicosci,3r6CV0zgNagKZ0vbM9C2iR,237280,2004,34,0.339,0.924,8,-4.681,1,0.0733,0.00336,0.0,0.102,0.535,175.297,0uxbMOAUB1ayuNyRJKU9fi,0uxbMOAUB1ayuNyRJKU9fi
1BEjCKKPZtfqFfrRBZaFXU,Tensionado,13VRqzYJxIUpx67aASZADe,Soapdish,2rGidKW1dqipN84wHNZoef,196693,2003-01-02,0,0.528,0.519,9,-6.308,1,0.025,0.664,0.0,0.072,0.288,140.603,1BEjCKKPZtfqFfrRBZaFXU,1BEjCKKPZtfqFfrRBZaFXU
2uJi4u2k1bUtCT8YBaMZMp,Pwede Ba,13VRqzYJxIUpx67aASZADe,Soapdish,2rGidKW1dqipN84wHNZoef,372560,2003-01-02,0,0.566,0.463,4,-5.734,1,0.0259,0.766,0.0,0.104,0.246,140.572,2uJi4u2k1bUtCT8YBaMZMp,2uJi4u2k1bUtCT8YBaMZMp
2fLL9lFVduAN0QHgbQ5oSV,Gemini,1tXFYQZSAswt4JLB42lpye,Sponge Cola,4Jfm8pzDGoeDqWKf6Q5qO6,212693,2013,49,0.414,0.525,6,-7.549,1,0.0292,0.506,0.000332,0.132,0.177,148.283,2fLL9lFVduAN0QHgbQ5oSV,2fLL9lFVduAN0QHgbQ5oSV
4e0rMS4w6Ssim4K4W11J8I,Di Na Mababawi,1tXFYQZSAswt4JLB42lpye,Sponge Cola,2yCy36hxBEoYLtzZXmytFk,193506,2009,52,0.821,0.186,11,-14.572,0,0.0598,0.663,0.0,0.0513,0.486,113.096,4e0rMS4w6Ssim4K4W11J8I,4e0rMS4w6Ssim4K4W11J8I
2W0aqrYgFyl7LyXP2RqGgG,Lunes,1tXFYQZSAswt4JLB42lpye,Sponge Cola,4Jfm8pzDGoeDqWKf6Q5qO6,206413,2013,37,0.385,0.903,0,-4.613,1,0.114,0.00908,5.48e-06,0.47,0.301,144.212,2W0aqrYgFyl7LyXP2RqGgG,2W0aqrYgFyl7LyXP2RqGgG
07e7Tt9dcJca7JdxwEd304,Bitiw,1tXFYQZSAswt4JLB42lpye,Sponge Cola,4Jfm8pzDGoeDqWKf6Q5qO6,201306,2013,41,0.462,0.94,8,-1.783,1,0.12,0.148,0.0,0.124,0.498,150.2,07e7Tt9dcJca7JdxwEd304,07e7Tt9dcJca7JdxwEd304
357dApeIhChz6IILIHtMlR,Pasubali - Acoustic,1tXFYQZSAswt4JLB42lpye,Sponge Cola,4Jfm8pzDGoeDqWKf6Q5qO6,237986,2013,30,0.519,0.261,10,-10.286,1,0.0402,0.845,0.0,0.117,0.119,150.302,357dApeIhChz6IILIHtMlR,357dApeIhChz6IILIHtMlR
5BAqVnBMF58dqKBoNcVbwy,Pasubali - Radio Edit,1tXFYQZSAswt4JLB42lpye,Sponge Cola,4Jfm8pzDGoeDqWKf6Q5qO6,239453,2013,19,0.502,0.791,10,-5.661,1,0.0328,0.128,0.0,0.121,0.429,80.171,5BAqVnBMF58dqKBoNcVbwy,5BAqVnBMF58dqKBoNcVbwy
4MxXhyrfjfaJ6NzQPmCCOB,Una,1tXFYQZSAswt4JLB42lpye,Sponge Cola,4Jfm8pzDGoeDqWKf6Q5qO6,279120,2013,34,0.433,0.74,6,-5.343,1,0.0467,0.0635,0.0,0.194,0.566,149.746,4MxXhyrfjfaJ6NzQPmCCOB,4MxXhyrfjfaJ6NzQPmCCOB
0HZ3OUVrGHxttD2EuHqRm3,The Day You Said Goodnight,6Ww3OMFzCaO33ulKh1LBFN,Hale,472GgeFZaCdRLcL3cT0IAn,291357,2005,63,0.558,0.553,4,-6.669,1,0.0323,0.492,0.0,0.116,0.251,134.263,0HZ3OUVrGHxttD2EuHqRm3,0HZ3OUVrGHxttD2EuHqRm3
6y0BUUOjU4TtqoBwoFwcvU,Kung Wala Ka,6Ww3OMFzCaO33ulKh1LBFN,Hale,2aTG7rVHqmsIOKBggD0g7m,240733,2012,33,0.494,0.347,7,-7.191,1,0.0266,0.702,0.00239,0.103,0.144,136.332,6y0BUUOjU4TtqoBwoFwcvU,6y0BUUOjU4TtqoBwoFwcvU
35sJB994fhbchpJa03ydKi,Broken Sonnet,6Ww3OMFzCaO33ulKh1LBFN,Hale,472GgeFZaCdRLcL3cT0IAn,307057,2005,41,0.307,0.488,7,-7.602,1,0.0389,0.142,9.38e-05,0.11,0.179,141.842,35sJB994fhbchpJa03ydKi,35sJB994fhbchpJa03ydKi
4N4SnTk6rQbLAcARYnjGD9,Kung Wala Ka,6Ww3OMFzCaO33ulKh1LBFN,Hale,472GgeFZaCdRLcL3cT0IAn,242848,2005,49,0.5,0.343,7,-7.367,1,0.0261,0.702,0.00114,0.113,0.155,136.28,4N4SnTk6rQbLAcARYnjGD9,4N4SnTk6rQbLAcARYnjGD9
7IumFL0HBEVpTNbo8vLVsm,Here Tonight,6Ww3OMFzCaO33ulKh1LBFN,Hale,472GgeFZaCdRLcL3cT0IAn,351152,2005,34,0.573,0.265,0,-8.033,1,0.0287,0.802,3.15e-06,0.081,0.123,130.337,7IumFL0HBEVpTNbo8vLVsm,7IumFL0HBEVpTNbo8vLVsm
2fkGhl1en73bEDfxH4V0mR,Perfect,6RV3CKY0UJIPKXyGs85Thm,True Faith,3pf3ZiGcY6wDyBzjWPwpAR,284969,2001,18,0.53,0.582,9,-11.386,1,0.0394,0.127,0.0,0.557,0.486,93.909,2fkGhl1en73bEDfxH4V0mR,2fkGhl1en73bEDfxH4V0mR
0JYJu5TaqjPkZjpfMXHZjW,Dahil Ikaw,6RV3CKY0UJIPKXyGs85Thm,True Faith,7JbgNc2GimrkF9tL6vUpR3,293506,2006,48,0.635,0.583,4,-8.289,1,0.0265,0.289,0.0,0.0551,0.584,129.089,0JYJu5TaqjPkZjpfMXHZjW,0JYJu5TaqjPkZjpfMXHZjW
2V1weor7A90MNBCmSeJhor,Huwag Na Huwag Mong Sasabihin - Version 2,4OjU5UP0GFWeniBC82sGBY,Kitchie Nadal,75wqGucqBH5Xl0vjWljmnJ,256813,2007-01-01,45,0.452,0.258,2,-12.082,1,0.0292,0.942,2.3e-05,0.0553,0.173,149.671,2V1weor7A90MNBCmSeJhor,2V1weor7A90MNBCmSeJhor
4wIlE0wVdqBi1tFGuSAx03,Masaya,0c7d9V8rjfT6tzojfBfRf5,Bamboo,2PgDncUHg8ZS3D11VhuhzL,225697,2004,53,0.497,0.373,7,-10.405,1,0.0369,0.798,0.00193,0.15,0.295,111.969,4wIlE0wVdqBi1tFGuSAx03,4wIlE0wVdqBi1tFGuSAx03
0uugdiYV664fPZ6RvtyEHh,Much Has Been Said,0c7d9V8rjfT6tzojfBfRf5,Bamboo,6rOq3avTNJ9aRaW1bmAlLN,323186,2006,48,0.559,0.558,9,-9.008,1,0.108,0.795,3.37e-06,0.0928,0.246,79.505,0uugdiYV664fPZ6RvtyEHh,0uugdiYV664fPZ6RvtyEHh
0lFg839EI4BxdFs9wKIVmf,Probinsyana,0c7d9V8rjfT6tzojfBfRf5,Bamboo,3kdYoCrhB4HN3HM4d0uzhC,205453,2007,39,0.646,0.946,7,-4.919,1,0.0572,0.0149,0.000164,0.398,0.576,112.489,0lFg839EI4BxdFs9wKIVmf,0lFg839EI4BxdFs9wKIVmf
3edlUdzwJl0Pj0f4NzpKAP,So Far Away,0c7d9V8rjfT6tzojfBfRf5,Bamboo,3kdYoCrhB4HN3HM4d0uzhC,256120,2007,43,0.519,0.367,9,-8.127,1,0.0283,0.782,0.00072,0.262,0.321,76.075,3edlUdzwJl0Pj0f4NzpKAP,3edlUdzwJl0Pj0f4NzpKAP
5OWqlau74mwzPPlBSC5QPx,F.U.,0c7d9V8rjfT6tzojfBfRf5,Bamboo,6rOq3avTNJ9aRaW1bmAlLN,213786,2006,35,0.576,0.537,0,-7.724,1,0.0277,0.217,0.00065,0.184,0.535,92.0,5OWqlau74mwzPPlBSC5QPx,5OWqlau74mwzPPlBSC5QPx
51ZvQWeARFxwaSHLfbAIdd,Sunburn,6baezjDaGyBqrW8xGqw3a5,Sandwich,1RYlsIKf9LxGldbgfF0xM2,167986,2006,21,0.334,0.961,2,-4.15,1,0.0699,0.00138,2.91e-06,0.0926,0.711,158.654,51ZvQWeARFxwaSHLfbAIdd,51ZvQWeARFxwaSHLfbAIdd
2Ihc0vXZGve8xtRrmKOfJT,DVDx,6baezjDaGyBqrW8xGqw3a5,Sandwich,1RYlsIKf9LxGldbgfF0xM2,194893,2006,20,0.316,0.871,2,-4.955,1,0.0329,0.00506,5.95e-06,0.483,0.79,176.216,2Ihc0vXZGve8xtRrmKOfJT,2Ihc0vXZGve8xtRrmKOfJT
64xo3Nx0ezkNVv0HCAqZcD,Gusto Ko Ng Baboy,6SLGDrRhiZkj8E10RIC6QK,The Radioactive Sago Project,6Y9tQSi8sf9nDFd13XTSjO,370746,2002-01-06,0,0.557,0.591,9,-11.995,1,0.169,0.101,0.0,0.107,0.754,95.311,64xo3Nx0ezkNVv0HCAqZcD,64xo3Nx0ezkNVv0HCAqZcD
2cw9BiUi8kdvUxQyiEdPJg,Wasak Na Wasak,0do3DwgbF0O2n01aZJ61th,Radioactive Sago Project,435ZAbEcYvQ6jhC7hWAJ67,148173,2008-07-04,19,0.308,0.81,0,-6.348,1,0.106,0.00135,0.0541,0.104,0.589,86.272,2cw9BiUi8kdvUxQyiEdPJg,2cw9BiUi8kdvUxQyiEdPJg
6bMSUhAmaAGTb5RTTuzWE3,Simpleng Tao,7HJDRQAfEcFiARVehhM6qD,Gloc 9,4OS6H3C1zimI6QPXA9MXvG,244600,2003-09-01,57,0.753,0.686,1,-5.994,1,0.0409,0.18,0.0153,0.0472,0.962,88.009,6bMSUhAmaAGTb5RTTuzWE3,6bMSUhAmaAGTb5RTTuzWE3
2vVW17crZs4KInids0h9SE,241 (My Favorite Song),1ZTdxfZTeztyAgKUJVLxAI,Rivermaya,1LgCV39PaUNSUOhlxZ28qc,272600,2005-12-12,0,0.701,0.312,9,-7.707,1,0.0261,0.631,2.14e-06,0.11,0.166,130.159,2vVW17crZs4KInids0h9SE,2vVW17crZs4KInids0h9SE
4UgtdWy4dm7vMVIupUbtMm,Huling Sayaw - Acoustic,4GBFKKuwmZUnAJt6nBal7A,Kamikazee,0HYAcVSUVkfxzHKgHu6DqR,260253,2012,57,0.611,0.308,4,-7.999,1,0.0272,0.865,0.0,0.125,0.315,135.015,4UgtdWy4dm7vMVIupUbtMm,4UgtdWy4dm7vMVIupUbtMm
2v5VIWMjZxeiG52KckiXxS,Ikaw Lamang,4nGp682WMiKS4X217kPw8C,Silent Sanctuary,08SEZDvRXrrNs1C2y73MLi,306466,2007,62,0.394,0.623,9,-5.029,1,0.0384,0.573,0.0,0.0937,0.316,115.003,2v5VIWMjZxeiG52KckiXxS,2v5VIWMjZxeiG52KckiXxS
0087fDVeNhuyMtST91RMjv,Kundiman,4nGp682WMiKS4X217kPw8C,Silent Sanctuary,08SEZDvRXrrNs1C2y73MLi,339053,2007,59,0.335,0.571,11,-4.711,1,0.0243,0.564,0.0,0.137,0.454,93.572,0087fDVeNhuyMtST91RMjv,0087fDVeNhuyMtST91RMjv
7L8GQLm6e7cGoMMUAgWCVp,Huling Sayaw,4GBFKKuwmZUnAJt6nBal7A,Kamikazee,0HYAcVSUVkfxzHKgHu6DqR,295413,2012,56,0.474,0.871,1,-4.013,0,0.0405,0.00125,0.0,0.202,0.545,137.102,7L8GQLm6e7cGoMMUAgWCVp,7L8GQLm6e7cGoMMUAgWCVp
0SXASazFDcMabUee9uP9TL,Tulog Na,5I3uAFbAOhuVSKdrcG5mgy,Sugarfree,5K9KzgsrA3b2rRX5XYKGqk,238283,2004,52,0.407,0.467,2,-9.265,1,0.0266,0.0777,1.12e-06,0.389,0.416,164.64,0SXASazFDcMabUee9uP9TL,0SXASazFDcMabUee9uP9TL
4HRVIGmx0hNl4CoRuDXAcC,Rebound,4nGp682WMiKS4X217kPw8C,Silent Sanctuary,08SEZDvRXrrNs1C2y73MLi,270586,2007,50,0.523,0.71,9,-5.802,1,0.0331,0.028,0.0,0.117,0.7,126.07,4HRVIGmx0hNl4CoRuDXAcC,4HRVIGmx0hNl4CoRuDXAcC
0SzvXb3BAWgTHACbIXGNPa,Halik,4GBFKKuwmZUnAJt6nBal7A,Kamikazee,0HYAcVSUVkfxzHKgHu6DqR,222680,2012,55,0.525,0.908,11,-3.33,1,0.0413,0.0139,0.0,0.253,0.628,126.041,0SzvXb3BAWgTHACbIXGNPa,0SzvXb3BAWgTHACbIXGNPa
6A7rNpnQfXQFvtDWKeDNKm,Better Days,5trD8XVjLto1USvIlcw1Ak,FRANCO,65RWNPlGKaslsRmH3J6rF2,301720,2013-01-01,0,0.384,0.8,1,-4.75,1,0.0651,0.0277,0.0,0.346,0.509,172.93,6A7rNpnQfXQFvtDWKeDNKm,6A7rNpnQfXQFvtDWKeDNKm
1IL4n8SwP1UzmStCeRgkFq,Chiksilog,4GBFKKuwmZUnAJt6nBal7A,Kamikazee,1QMMXG50CdKyrCsZFMmymj,288440,2006,47,0.331,0.645,4,-6.48,1,0.0717,0.00895,0.0,0.437,0.576,176.206,1IL4n8SwP1UzmStCeRgkFq,1IL4n8SwP1UzmStCeRgkFq
2Xf36KXGYEGyZAjt299N6u,Love Team,5cYJYBMg1n71v7cvthr1SO,The Itchyworms,6WzFODPnZ5SW1qTvTELSxW,274506,2006,44,0.691,0.799,2,-4.107,1,0.0303,0.538,0.0,0.141,0.549,126.669,2Xf36KXGYEGyZAjt299N6u,2Xf36KXGYEGyZAjt299N6u
2vAgXPNdIu6vJuOQAAHCjT,Cool Ka Lang,2pur9EMyZL5ZYs9h8Fr0Vb,Prettier Than Pink,0w5QSg4PGaAkRs1zDp8Ijv,238840,1997-11-25,0,0.703,0.578,0,-10.849,1,0.0372,0.403,2.85e-05,0.058,0.766,121.16,2vAgXPNdIu6vJuOQAAHCjT,2vAgXPNdIu6vJuOQAAHCjT
6Z7O4VcqTgDixCTgmLUxxx,Paglisan,0rxVEH8yyRYbuwYSioqIFb,Color It Red,7LaXqVPZKuKzIGToEezGx4,319346,2002-01-28,35,0.563,0.334,4,-10.219,1,0.0245,0.341,6.86e-05,0.191,0.177,98.01,6Z7O4VcqTgDixCTgmLUxxx,6Z7O4VcqTgDixCTgmLUxxx
33UEzzSJ1fM4rIlQd89bo8,Esem,0Ye2PrcotA6HHlA85yzAJB,Yano,3e83UP6mfbK8JSwpowvKWu,221000,2001-11-26,43,0.71,0.554,2,-6.991,1,0.0243,0.243,0.0193,0.119,0.495,95.022,33UEzzSJ1fM4rIlQd89bo8,33UEzzSJ1fM4rIlQd89bo8
4eogi6qKQwHmpTjlDA0xuP,"Miss U (Miss, Miss sa loob ng Jeepney)",3oP7ApvM9dvIXP6AufxCxt,Grin Department,65YgpXzhpYOx2SrnrtmCIG,266800,2008-10-16,0,0.504,0.828,1,-9.981,1,0.1,0.553,0.0,0.0746,0.624,161.604,4eogi6qKQwHmpTjlDA0xuP,4eogi6qKQwHmpTjlDA0xuP
4NVOY5SwgU03DwgFYUBw3c,Senti,0Ye2PrcotA6HHlA85yzAJB,Yano,3e83UP6mfbK8JSwpowvKWu,286586,2001-11-26,40,0.712,0.293,2,-11.043,1,0.0294,0.338,0.372,0.0762,0.294,99.048,4NVOY5SwgU03DwgFYUBw3c,4NVOY5SwgU03DwgFYUBw3c
6p6sPvjCiiUVULFZGKafGK,Iskin,3oP7ApvM9dvIXP6AufxCxt,Grin Department,65YgpXzhpYOx2SrnrtmCIG,276626,2008-10-16,0,0.45,0.238,7,-17.019,1,0.0373,0.793,1.71e-06,0.0762,0.166,143.713,6p6sPvjCiiUVULFZGKafGK,6p6sPvjCiiUVULFZGKafGK
2S1gWOaFefOuMcv9oOfwsk,Girl Be Mine,1ayiGn4MLc427PozR13p1y,FrancisM,76HCyvv2ctq4PvLC5H8R6B,231373,2002-01-25,41,0.625,0.796,0,-5.882,1,0.0385,0.408,1.06e-06,0.115,0.343,94.841,2S1gWOaFefOuMcv9oOfwsk,2S1gWOaFefOuMcv9oOfwsk
7GWk4Sat9MZA34TNFEDbzS,Kapayapaan,5jjulx3unldBbDDqduPA7u,Tropical Depression,3Z9vtM56WGwiqIMq9WzDvg,286000,2002-01-06,0,0.739,0.426,9,-16.403,1,0.0774,0.0753,1.28e-05,0.0988,0.731,95.993,7GWk4Sat9MZA34TNFEDbzS,7GWk4Sat9MZA34TNFEDbzS
3CemMEC1IQ7ZPamEZfl6BR,Say You'll Never Go,0vkER0y96fNRbGEs6wLZxR,Neocolours,4g5QiCJTbwBnbsVePFBJrc,315373,2004-10-15,0,0.481,0.357,0,-15.234,1,0.0288,0.387,6.27e-06,0.0922,0.173,69.873,3CemMEC1IQ7ZPamEZfl6BR,3CemMEC1IQ7ZPamEZfl6BR
2SV02YGatDGpjilmWG4OQH,High (Acoustic),4wdD4hOZM4Aj6Ud0YYr6w4,The Speaks,66i7VsYk4nCTBG0w3zuDAv,268426,2005-01-01,48,0.531,0.577,2,-7.9,1,0.0324,0.475,0.0,0.0994,0.372,171.843,2SV02YGatDGpjilmWG4OQH,2SV02YGatDGpjilmWG4OQH
0mV4WkpL7OHdmmLxBDQIRL,Yugyugan Na - 2005 Digital Remaster;,0WgggXT26SjnWxvq8IHjXC,P.O.T.,2pBto51Xy79B3ia9BP7Yb6,207800,2007-01-31,30,0.783,0.865,0,-8.932,1,0.0589,0.0235,1.4e-05,0.678,0.847,115.089,0mV4WkpL7OHdmmLxBDQIRL,0mV4WkpL7OHdmmLxBDQIRL
2bWrxcJsOB1Bzo0QkMhJCP,8 pa,3oP7ApvM9dvIXP6AufxCxt,Grin Department,4QSaYdluCb80XsMXMzypoP,286333,2009-02-16,0,0.579,0.429,1,-10.882,1,0.0481,0.336,0.0,0.124,0.453,117.959,2bWrxcJsOB1Bzo0QkMhJCP,2bWrxcJsOB1Bzo0QkMhJCP
70migLYeBdnpeQe0ysrUfp,"Buy one, take two",3oP7ApvM9dvIXP6AufxCxt,Grin Department,65YgpXzhpYOx2SrnrtmCIG,212040,2008-10-16,0,0.61,0.608,9,-12.825,1,0.041,0.0872,5.16e-06,0.0775,0.821,144.06,70migLYeBdnpeQe0ysrUfp,70migLYeBdnpeQe0ysrUfp
7GVxfRhbySOPKCDeGGGfiN,Dito tayo sa dilim,270BokezkycFfTTlGEKVKZ,Pedicab,5XLzA5clA2v0mequh52ENm,180960,2005,0,0.693,0.883,2,-5.068,1,0.089,0.0511,0.00803,0.0823,0.63,137.102,7GVxfRhbySOPKCDeGGGfiN,7GVxfRhbySOPKCDeGGGfiN
2LgSFQAwswPX89so9ZbFcI,Once in a Lifetime,1ZfhyWZ9byvjFKEzBSa81I,Freestyle,3TAcJrSNDzaYawnQcWQakx,253106,2005-08-04,0,0.519,0.501,9,-6.728,1,0.0259,0.0543,0.0,0.145,0.352,80.027,2LgSFQAwswPX89so9ZbFcI,2LgSFQAwswPX89so9ZbFcI
490nj1F3IsqRmQuhoFk0SH,Picture mo Inday,3oP7ApvM9dvIXP6AufxCxt,Grin Department,4QSaYdluCb80XsMXMzypoP,183506,2009-02-16,0,0.866,0.799,11,-8.386,1,0.061,0.29,0.0,0.143,0.958,131.57,490nj1F3IsqRmQuhoFk0SH,490nj1F3IsqRmQuhoFk0SH
5sSG2CQBI3perj0gMbhXd1,Upuan (feat. Jeazell Grutas),7HJDRQAfEcFiARVehhM6qD,Gloc 9,4OW7MmELeEHi36FWX02IAk,253000,2009-06-26,50,0.777,0.722,1,-6.574,0,0.0306,0.245,0.0147,0.365,0.826,95.013,5sSG2CQBI3perj0gMbhXd1,5sSG2CQBI3perj0gMbhXd1
7e0BPUfoWf9UYxn77QsQk9,Listen,5C4PRic5gr4H5zr2v6ni7z,Stonefree,37Dz4rargtdUg7vi4gu0zL,238826,2005-06-01,34,0.482,0.668,6,-5.033,1,0.0289,0.0241,0.0,0.0944,0.38,96.243,7e0BPUfoWf9UYxn77QsQk9,7e0BPUfoWf9UYxn77QsQk9
04HkJl47nSY4feSRNNGaVN,'Til I Found You,1ZfhyWZ9byvjFKEzBSa81I,Freestyle,3TAcJrSNDzaYawnQcWQakx,298386,2005-08-04,0,0.678,0.271,9,-12.049,1,0.034,0.683,0.0,0.0741,0.343,129.953,04HkJl47nSY4feSRNNGaVN,04HkJl47nSY4feSRNNGaVN
5HVC2cz07mP3jI60uppzqk,Tulad Ng Dati,2C82tCjOMy2n9Pq4Iz9B6S,The Dawn,6mFWJwQ7DXomqr30EIHpnP,319693,2006-01-01,29,0.45,0.401,1,-11.191,0,0.0473,0.0322,0.0809,0.139,0.518,153.247,5HVC2cz07mP3jI60uppzqk,5HVC2cz07mP3jI60uppzqk
5ATu8nVKrhHoHmoL1uCPkZ,2 Trick Pony,6baezjDaGyBqrW8xGqw3a5,Sandwich,73bndYAp5hzv84ZXz4u7WK,234600,2004-01-01,35,0.511,0.714,2,-4.384,1,0.0267,0.000304,0.0471,0.151,0.507,107.206,5ATu8nVKrhHoHmoL1uCPkZ,5ATu8nVKrhHoHmoL1uCPkZ
5Jo9VKMw0RWqy1QsK2OP9g,Goodbye,51v81eaY4bPSzGTYjG9SlS,Juana,2nWGeo91pWDhwzS3BKgDUS,210050,2005-09-09,30,0.617,0.398,11,-7.8,0,0.0389,0.605,0.0,0.085,0.575,150.053,5Jo9VKMw0RWqy1QsK2OP9g,5Jo9VKMw0RWqy1QsK2OP9g
3lhQaZmCbdGXKF2463Izp5,Ikot,5C4PRic5gr4H5zr2v6ni7z,Stonefree,37Dz4rargtdUg7vi4gu0zL,252413,2005-06-01,31,0.536,0.883,1,-5.015,1,0.0361,0.0071,1.43e-05,0.114,0.579,96.044,3lhQaZmCbdGXKF2463Izp5,3lhQaZmCbdGXKF2463Izp5
0KUIXJ75jsCMVGybEsZdmg,Boston Drama,7vbAIeiw0afuAqTiReJItY,Typecast,6K3zUrIHmP0p6fj5zUSNQe,381109,2017-04-03,36,0.359,0.512,2,-7.01,1,0.0326,0.098,0.00171,0.694,0.12,132.693,0KUIXJ75jsCMVGybEsZdmg,0KUIXJ75jsCMVGybEsZdmg
6juU0IfQXZCoE9qXmEgazg,Pilit - Acoustic,4iCXhwhRhgWLl57sj9hhbY,Hilera,3PnVxuOtXAlYGSDxhxDDRG,214773,2006-10-31,17,0.573,0.227,7,-11.805,1,0.0303,0.86,0.00349,0.124,0.274,134.068,6juU0IfQXZCoE9qXmEgazg,6juU0IfQXZCoE9qXmEgazg
4iuAGPs5hlZqsKsS0ZnyWB,Minsan,7374lH6kwx9uQATYQ9H3Cp,Eraserheads,1IalzI8USuu4PB679HVV5C,254333,1994-11-01,42,0.481,0.537,8,-13.679,1,0.0457,0.278,2.17e-06,0.117,0.597,144.215,4iuAGPs5hlZqsKsS0ZnyWB,4iuAGPs5hlZqsKsS0ZnyWB
0GQjTATSapMJFHoKXiqprG,Anghel,5C4PRic5gr4H5zr2v6ni7z,Stonefree,0LG2cKPqvbqeBUxxaEZ0bF,218960,2006-01-30,45,0.312,0.815,11,-5.316,1,0.0436,0.0605,0.0,0.118,0.372,153.064,0GQjTATSapMJFHoKXiqprG,0GQjTATSapMJFHoKXiqprG
2UUgpD1cX397P4xiLWkRHs,Biglaan - Acoustic Version,3nZa8vRD64ueq3d0JNYTsl,6cyclemind,4JfQfFmSQgbEOscuEdh2QB,327466,2003-11-18,36,0.388,0.286,7,-8.818,1,0.0275,0.774,0.0013,0.091,0.232,180.874,2UUgpD1cX397P4xiLWkRHs,2UUgpD1cX397P4xiLWkRHs
2f3BjF9KufrvSlpS2ucaoI,Burnout,5I3uAFbAOhuVSKdrcG5mgy,Sugarfree,5W4aG5Bei0LWRGgZceOEbT,209480,2003,50,0.678,0.582,7,-8.489,1,0.0312,0.0116,3.04e-05,0.106,0.674,132.431,2f3BjF9KufrvSlpS2ucaoI,2f3BjF9KufrvSlpS2ucaoI
