track_id,track_name,artist_id,artist_name,album_id,duration,release_date,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,playlist_id_x,playlist_name_x,playlist_id_y,playlist_name_y,duration_mins,genre
21LMl54FIe7J5oOoZzgeiQ,Ang Huling El Bimbo,7374lH6kwx9uQATYQ9H3Cp,Eraserheads,2DIpgoeZAbwk3wF1qSDj8v,450333,2004-01-23,56,0.521,0.626,6,-8.152000000000001,1,0.0243,0.19399999999999998,0.0,0.22699999999999998,0.479,90.337,21LMl54FIe7J5oOoZzgeiQ,21LMl54FIe7J5oOoZzgeiQ,5vwEkzy091ZXNLD3eyavbt,Tunog Kalye / Pinoy Rock OPM Bands 90's,7.50555,pinoy rock
21LMl54FIe7J5oOoZzgeiQ,Ang Huling El Bimbo,7374lH6kwx9uQATYQ9H3Cp,Eraserheads,2DIpgoeZAbwk3wF1qSDj8v,450333,2004-01-23,56,0.521,0.626,6,-8.152000000000001,1,0.0243,0.19399999999999998,0.0,0.22699999999999998,0.479,90.337,21LMl54FIe7J5oOoZzgeiQ,21LMl54FIe7J5oOoZzgeiQ,4ca4u53Xr749bgcj0E9fj9,Pinoy Rock/Rap/Hip-Hop/Alternative ,7.50555,pinoy rock
21LMl54FIe7J5oOoZzgeiQ,Ang Huling El Bimbo,7374lH6kwx9uQATYQ9H3Cp,Eraserheads,2DIpgoeZAbwk3wF1qSDj8v,450333,2004-01-23,56,0.521,0.626,6,-8.152000000000001,1,0.0243,0.19399999999999998,0.0,0.22699999999999998,0.479,90.337,21LMl54FIe7J5oOoZzgeiQ,21LMl54FIe7J5oOoZzgeiQ,3ZZoZhamZh4wyTbFO5Wcum,90's  Pinoy Rock,7.50555,pinoy rock
21LMl54FIe7J5oOoZzgeiQ,Ang Huling El Bimbo,7374lH6kwx9uQATYQ9H3Cp,Eraserheads,2DIpgoeZAbwk3wF1qSDj8v,450333,2004-01-23,56,0.521,0.626,6,-8.152000000000001,1,0.0243,0.19399999999999998,0.0,0.22699999999999998,0.479,90.337,21LMl54FIe7J5oOoZzgeiQ,21LMl54FIe7J5oOoZzgeiQ,1POkDLkngVCP4yfwaIQ34b,Pinoy Rock Bands,7.50555,pinoy rock
21LMl54FIe7J5oOoZzgeiQ,Ang Huling El Bimbo,7374lH6kwx9uQATYQ9H3Cp,Eraserheads,2DIpgoeZAbwk3wF1qSDj8v,450333,2004-01-23,56,0.521,0.626,6,-8.152000000000001,1,0.0243,0.19399999999999998,0.0,0.22699999999999998,0.479,90.337,21LMl54FIe7J5oOoZzgeiQ,21LMl54FIe7J5oOoZzgeiQ,2Mm6vIQwi11WgoST4HNFoX,90's pinoy rock songs,7.50555,pinoy rock
21LMl54FIe7J5oOoZzgeiQ,Ang Huling El Bimbo,7374lH6kwx9uQATYQ9H3Cp,Eraserheads,2DIpgoeZAbwk3wF1qSDj8v,450333,2004-01-23,56,0.521,0.626,6,-8.152000000000001,1,0.0243,0.19399999999999998,0.0,0.22699999999999998,0.479,90.337,21LMl54FIe7J5oOoZzgeiQ,21LMl54FIe7J5oOoZzgeiQ,1VzdOogmpzhLljoHzwlB0E,2000's Alternative Pinoy Rock,7.50555,pinoy rock
21LMl54FIe7J5oOoZzgeiQ,Ang Huling El Bimbo,7374lH6kwx9uQATYQ9H3Cp,Eraserheads,2DIpgoeZAbwk3wF1qSDj8v,450333,2004-01-23,56,0.521,0.626,6,-8.152000000000001,1,0.0243,0.19399999999999998,0.0,0.22699999999999998,0.479,90.337,21LMl54FIe7J5oOoZzgeiQ,21LMl54FIe7J5oOoZzgeiQ,33yDSWdnKvLOynSvDFaqSa,Best of Pinoy Rock Band,7.50555,pinoy rock
21LMl54FIe7J5oOoZzgeiQ,Ang Huling El Bimbo,7374lH6kwx9uQATYQ9H3Cp,Eraserheads,2DIpgoeZAbwk3wF1qSDj8v,450333,2004-01-23,56,0.521,0.626,6,-8.152000000000001,1,0.0243,0.19399999999999998,0.0,0.22699999999999998,0.479,90.337,21LMl54FIe7J5oOoZzgeiQ,21LMl54FIe7J5oOoZzgeiQ,3osYoeRmqJwkG5o7nwfZTt,Pinoy Rock Classics,7.50555,pinoy rock
21LMl54FIe7J5oOoZzgeiQ,Ang Huling El Bimbo,7374lH6kwx9uQATYQ9H3Cp,Eraserheads,2DIpgoeZAbwk3wF1qSDj8v,450333,2004-01-23,56,0.521,0.626,6,-8.152000000000001,1,0.0243,0.19399999999999998,0.0,0.22699999999999998,0.479,90.337,21LMl54FIe7J5oOoZzgeiQ,21LMl54FIe7J5oOoZzgeiQ,62UtRy9iIZ8u2BszMS3rcT,Best Pinoy Rock Music,7.50555,pinoy rock
3zuJmBQozBPx6KRlfCNUPQ,Himala,1ZTdxfZTeztyAgKUJVLxAI,Rivermaya,65GkUxR6lYlCiYP4mqyZl1,246280,2001,50,0.353,0.316,2,-8.324,1,0.0284,0.0922,2.0600000000000003e-05,0.0768,0.316,173.887,3zuJmBQozBPx6KRlfCNUPQ,3zuJmBQozBPx6KRlfCNUPQ,5vwEkzy091ZXNLD3eyavbt,Tunog Kalye / Pinoy Rock OPM Bands 90's,4.104666666666667,pinoy rock
