popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,is_top200,predicted_top200,predicted_top200_prob
45,0.794,0.795,1,-8.615,0,0.0891,0.774,2.49e-05,0.0542,0.965,119.996,0,0,0.6
23,0.591,0.8029999999999999,9,-7.495,0,0.0876,0.187,6.89e-06,0.1,0.7490000000000001,122.894,0,0,1.0
17,0.6729999999999999,0.621,7,-9.951,1,0.0289,0.194,0.000371,0.338,0.754,118.902,0,0,0.6
5,0.581,0.647,0,-9.242,1,0.0268,0.0124,0.0209,0.413,0.631,120.737,0,0,1.0
0,0.812,0.687,4,-4.933,1,0.0332,0.337,0.0,0.118,0.929,125.001,0,0,0.8
25,0.624,0.875,8,-4.259,1,0.0525,0.005379999999999999,0.002,0.321,0.565,126.0,0,0,0.6
14,0.363,0.911,11,-10.469,0,0.08800000000000001,0.0442,0.00312,0.123,0.173,120.755,0,0,1.0
33,0.412,0.66,7,-14.612,1,0.036000000000000004,0.0227,2.47e-05,0.36,0.745,117.968,0,0,0.8
0,0.532,0.951,1,-3.736,1,0.115,0.16699999999999998,0.0,0.0585,0.532,127.562,0,0,0.6
31,0.5379999999999999,0.937,9,-7.057,1,0.043,0.0232,0.00171,0.365,0.652,120.771,0,0,1.0
19,0.4,0.7979999999999999,11,-5.745,0,0.124,0.0774,0.0,0.0843,0.63,122.239,0,0,1.0
0,0.515,0.73,11,-8.519,0,0.0382,0.0388,0.187,0.149,0.85,120.504,0,0,1.0
0,0.429,0.611,2,-10.041,1,0.0954,0.0006230000000000001,0.431,0.075,0.428,124.464,0,0,0.6
0,0.6609999999999999,0.583,2,-15.618,1,0.0529,0.221,0.00615,0.118,0.932,119.954,0,0,0.8
0,0.6659999999999999,0.348,7,-15.261,1,0.0633,0.0665,0.277,0.147,0.92,118.045,0,0,0.8
0,0.522,0.631,9,-13.97,1,0.033,0.431,0.0356,0.0958,0.599,124.365,0,0,0.8
0,0.546,0.5489999999999999,9,-13.095999999999998,1,0.0606,0.0268,4.97e-06,0.358,0.67,127.016,0,0,0.6
11,0.348,0.884,10,-7.103,1,0.19,0.0235,0.000974,0.124,0.327,120.946,0,0,1.0
11,0.343,0.677,9,-10.224,1,0.0577,0.0005650000000000001,0.0005070000000000001,0.0827,0.508,122.221,0,0,1.0
0,0.68,0.716,0,-7.3,1,0.0395,0.417,6.09e-06,0.048,0.6890000000000001,121.206,0,0,1.0
0,0.619,0.502,2,-14.548,1,0.0688,0.173,0.0,0.368,0.8909999999999999,117.029,0,0,0.6
37,0.614,0.906,2,-5.073,1,0.0998,0.00691,0.0,0.0768,0.746,125.196,0,0,0.6
0,0.453,0.389,4,-7.024,1,0.0278,0.8759999999999999,0.657,0.113,0.331,124.167,0,0,1.0
29,0.703,0.631,8,-11.375,1,0.029,0.0886,0.0,0.0623,0.86,125.066,0,0,0.6
25,0.547,0.8240000000000001,2,-5.497999999999998,1,0.0342,0.003,0.000138,0.0865,0.5379999999999999,124.742,0,0,0.6
44,0.581,0.785,11,-7.52,0,0.0885,0.204,4.68e-06,0.226,0.768,122.697,0,0,1.0
35,0.628,0.865,3,-4.959,1,0.0278,0.0798,0.0,0.267,0.86,120.038,0,0,0.6
25,0.614,0.906,2,-5.073,1,0.0998,0.00691,0.0,0.0768,0.746,125.196,0,0,0.6
57,0.517,0.468,4,-6.582000000000002,1,0.0345,0.7020000000000001,0.0,0.152,0.266,121.284,0,0,0.8
29,0.7909999999999999,0.8190000000000001,1,-7.475,0,0.0794,0.746,4.5e-05,0.079,0.965,119.976,0,0,1.0
35,0.625,0.606,2,-7.566,1,0.0298,0.123,9.85e-06,0.127,0.413,125.041,0,0,0.8
40,0.396,0.57,2,-8.863999999999997,1,0.0289,0.0344,0.0,0.0871,0.342,124.012,0,0,1.0
28,0.77,0.932,2,-2.773,1,0.0893,0.151,0.0,0.315,0.76,128.002,0,0,0.6
0,0.6659999999999999,0.8059999999999999,2,-7.262,1,0.0489,0.0356,0.00734,0.135,0.875,120.031,0,0,1.0
0,0.723,0.29600000000000004,3,-12.395,1,0.0431,0.916,0.0,0.35600000000000004,0.8059999999999999,120.61,0,0,0.8
29,0.794,0.653,7,-9.154,1,0.0314,0.19,0.0,0.35200000000000004,0.835,124.753,0,0,0.6
0,0.5720000000000001,0.0748,8,-19.551,0,0.0386,0.907,0.00944,0.173,0.28800000000000003,122.508,0,0,1.0
26,0.363,0.911,11,-10.469,0,0.08800000000000001,0.0442,0.00312,0.123,0.173,120.755,0,0,1.0
0,0.264,0.875,0,-4.468,1,0.152,0.000734,0.00999,0.5710000000000001,0.585,124.905,0,0,0.8
0,0.5429999999999999,0.8590000000000001,5,-3.406,1,0.0522,0.000637,0.14800000000000002,0.303,0.422,127.028,0,0,0.6
37,0.6679999999999999,0.8240000000000001,9,-1.622,1,0.038,0.0458,0.0,0.083,0.575,123.979,0,0,0.8
16,0.338,0.525,0,-10.645,1,0.0295,0.0266,7.159999999999999e-05,0.132,0.252,120.938,0,0,1.0
0,0.507,0.988,5,-3.196,1,0.102,0.00184,4.51e-06,0.382,0.25,123.031,0,0,1.0
26,0.912,0.278,2,-13.691,1,0.285,0.428,2.12e-05,0.0997,0.614,125.993,0,0,0.6
21,0.5329999999999999,0.915,1,-3.92,1,0.0445,1.98e-05,0.0,0.0804,0.644,126.999,0,0,0.6
0,0.5379999999999999,0.872,0,-3.537,1,0.044,0.0020800000000000003,0.00237,0.16399999999999998,0.306,122.979,0,0,1.0
0,0.476,0.321,0,-13.314,1,0.0409,0.14300000000000002,0.00943,0.104,0.233,127.28,0,0,0.6
33,0.782,0.278,9,-12.942,1,0.0492,0.28300000000000003,0.0,0.6729999999999999,0.519,124.95,0,0,0.6
10,0.329,0.947,6,-8.59,0,0.15,9.75e-05,0.235,0.297,0.217,124.24,0,0,1.0
18,0.5920000000000001,0.601,10,-12.066,0,0.0553,6.500000000000001e-05,0.0936,0.0812,0.583,119.942,0,0,0.6
0,0.491,0.914,1,-7.519,0,0.0387,0.000831,0.00256,0.0732,0.316,125.959,0,0,0.6
28,0.256,0.911,5,-3.725,0,0.0967,0.000117,0.0,0.239,0.425,127.129,0,0,0.6
38,0.5770000000000001,0.989,5,-3.366,0,0.11,2.24e-05,0.00193,0.0564,0.174,125.962,0,0,0.6
0,0.385,0.956,0,-2.6180000000000003,1,0.222,0.0819,0.000238,0.129,0.426,125.633,0,0,0.6
13,0.433,0.273,3,-13.592,0,0.0376,0.279,0.0134,0.101,0.13699999999999998,126.583,0,0,0.6
3,0.599,0.885,7,-6.591,0,0.0361,0.000194,8.18e-05,0.135,0.476,120.044,0,0,1.0
0,0.57,0.99,6,-3.727,0,0.118,0.00158,0.00287,0.307,0.106,119.963,0,0,0.6
0,0.4920000000000001,0.882,0,-4.163,1,0.103,0.000113,2e-05,0.369,0.6920000000000001,122.77,0,0,1.0
0,0.517,0.953,7,-3.262,0,0.0501,0.000131,0.0,0.326,0.7659999999999999,126.056,0,0,0.6
14,0.5660000000000001,0.984,6,-3.795,0,0.132,0.00189,0.00391,0.208,0.128,119.947,0,0,0.6
5,0.306,0.989,4,-2.903,1,0.204,1.14e-05,2.23e-06,0.34600000000000003,0.171,125.125,0,0,0.6
22,0.207,0.852,2,-3.055,1,0.0572,3.9e-05,0.0,0.119,0.272,119.178,0,0,0.6
9,0.521,0.476,11,-16.507,1,0.0355,0.104,0.0,0.232,0.403,127.601,0,0,0.6
18,0.5379999999999999,0.62,2,-9.379,1,0.0611,0.00333,0.0609,0.0442,0.654,122.268,0,0,1.0
0,0.888,0.772,0,-9.513,1,0.065,0.103,4.27e-06,0.0923,0.938,125.016,0,0,0.6
0,0.7909999999999999,0.8190000000000001,1,-7.475,0,0.0794,0.746,4.5e-05,0.079,0.965,119.976,0,0,1.0
0,0.584,0.218,8,-11.115,0,0.0346,0.862,0.000977,0.234,0.313,122.424,0,0,1.0
32,0.495,0.8220000000000001,4,-6.823,1,0.046,0.00941,0.00298,0.213,0.275,120.033,0,0,1.0
6,0.516,0.942,6,-4.345,1,0.103,0.00457,0.0726,0.0917,0.68,119.999,0,0,0.6
38,0.644,0.334,4,-9.755,1,0.0288,0.248,2.63e-06,0.111,0.334,124.077,0,0,0.8
30,0.575,0.997,6,-2.78,0,0.196,0.01,0.00033,0.314,0.217,118.901,0,0,0.6
58,0.654,0.336,10,-7.21,1,0.0307,0.575,0.0,0.0784,0.105,120.027,0,0,0.6
27,0.669,0.601,8,-3.531,1,0.0283,0.537,6.86e-06,0.104,0.459,127.98,0,0,0.6
65,0.696,0.262,11,-15.073,1,0.031,0.519,0.0,0.0669,0.265,84.007,1,1,1.0
68,0.6859999999999999,0.322,6,-13.2,1,0.0369,0.165,0.0296,0.0809,0.511,155.982,1,1,1.0
33,0.757,0.669,11,-8.812999999999999,1,0.0385,0.295,0.0271,0.111,0.963,113.01,1,1,1.0
63,0.5670000000000001,0.0896,5,-12.944,1,0.0343,0.7959999999999999,0.0,0.218,0.36700000000000005,79.002,1,1,1.0
58,0.662,0.546,2,-5.867999999999999,1,0.0288,0.204,2.82e-06,0.12,0.196,115.053,1,1,1.0
59,0.853,0.455,1,-9.625,1,0.0371,0.304,0.00317,0.125,0.511,118.32,1,1,0.8
55,0.69,0.526,9,-9.939,1,0.0319,0.261,0.000233,0.113,0.608,116.07600000000001,1,1,1.0
62,0.524,0.503,6,-11.79,1,0.0245,0.184,0.0,0.264,0.436,89.49700000000001,1,1,1.0
63,0.424,0.221,4,-9.279,1,0.0351,0.882,0.0,0.134,0.299,125.964,1,1,0.8
65,0.40399999999999997,0.556,4,-8.329,1,0.0326,0.359,4.93e-06,0.0964,0.34,159.256,1,1,1.0
61,0.583,0.626,11,-7.485,0,0.153,0.465,4.16e-06,0.204,0.6,155.13,1,1,1.0
53,0.794,0.354,7,-11.632,1,0.0306,0.644,3.68e-06,0.127,0.426,106.03,1,1,1.0
60,0.358,0.4,2,-8.172,1,0.0269,0.21899999999999997,0.0,0.0738,0.311,88.23899999999999,1,1,1.0
55,0.617,0.531,7,-10.1,1,0.0284,0.21100000000000002,0.0,0.0874,0.647,91.068,1,1,1.0
60,0.446,0.7390000000000001,2,-5.803,1,0.0367,0.449,0.0,0.52,0.27,85.344,1,1,1.0
49,0.746,0.644,1,-7.497999999999999,1,0.209,0.154,0.0,0.0923,0.6679999999999999,114.113,1,1,1.0
37,0.494,0.34700000000000003,7,-7.191,1,0.0266,0.7020000000000001,0.0023899999999999998,0.10300000000000001,0.14400000000000002,136.332,1,1,1.0
59,0.629,0.38,2,-8.072000000000001,1,0.0323,0.18600000000000003,0.000407,0.0338,0.655,155.97,1,1,1.0
1,0.29100000000000004,0.755,5,-4.95,0,0.05,0.0621,0.0,0.0836,0.457,145.343,1,1,1.0
58,0.505,0.39299999999999996,7,-10.425999999999998,1,0.027000000000000003,0.257,5.1e-05,0.10099999999999999,0.262,145.81799999999998,1,1,1.0
59,0.501,0.555,7,-7.672000000000001,1,0.0308,0.29600000000000004,2.9600000000000005e-05,0.0859,0.436,126.20700000000001,1,1,0.6
67,0.5,0.33899999999999997,7,-7.301,1,0.0263,0.71,0.0022199999999999998,0.10800000000000001,0.152,136.42700000000002,1,1,1.0
62,0.58,0.159,7,-22.087,1,0.0569,0.792,1.26e-06,0.10800000000000001,0.424,151.41899999999998,1,1,1.0
0,0.701,0.312,9,-7.707000000000001,1,0.0261,0.631,2.14e-06,0.11,0.166,130.159,1,1,1.0
48,0.461,0.319,9,-9.085,1,0.0259,0.38,0.0,0.257,0.43799999999999994,157.92700000000002,1,1,1.0
65,0.39399999999999996,0.623,9,-5.029,1,0.0384,0.573,0.0,0.0937,0.316,115.00299999999999,1,1,1.0
0,0.534,0.025,4,-18.859,1,0.0374,0.581,2e-05,0.10800000000000001,0.179,134.42700000000002,1,1,1.0
62,0.768,0.312,7,-8.267999999999999,1,0.034,0.865,1.09e-05,0.0963,0.633,113.469,1,1,1.0
61,0.611,0.308,4,-7.999,1,0.0272,0.865,0.0,0.125,0.315,135.015,1,1,1.0
65,0.556,0.674,0,-5.563,1,0.0296,0.11599999999999999,2.19e-06,0.226,0.39899999999999997,146.433,1,1,1.0
55,0.688,0.853,5,-6.678,1,0.0715,0.0344,0.0,0.38799999999999996,0.512,105.05,1,1,1.0
68,0.705,0.401,6,-8.9,1,0.0376,0.17600000000000002,8.66e-06,0.0735,0.48100000000000004,140.031,1,1,1.0
62,0.489,0.57,2,-9.197000000000001,1,0.0364,0.132,1.39e-06,0.27399999999999997,0.643,134.486,1,1,1.0
0,0.569,0.823,0,-2.785,1,0.0271,0.00193,0.00703,0.215,0.623,139.988,1,1,1.0
40,0.6729999999999999,0.48100000000000004,9,-8.369,1,0.128,0.401,0.0,0.162,0.74,84.90700000000001,1,1,1.0
63,0.335,0.5710000000000001,11,-4.711,1,0.0243,0.564,0.0,0.13699999999999998,0.45399999999999996,93.572,1,1,1.0
60,0.499,0.381,7,-7.855,1,0.0373,0.586,0.0,0.086,0.57,157.332,1,1,1.0
45,0.6759999999999999,0.6940000000000001,4,-4.598,0,0.0305,0.0543,7.2e-05,0.1,0.7440000000000001,120.015,1,1,0.6
38,0.696,0.8170000000000001,6,-8.014,0,0.0363,0.0293,0.0619,0.20800000000000002,0.705,115.021,1,1,1.0
0,0.496,0.155,5,-8.477,1,0.0454,0.899,3.78e-05,0.12300000000000001,0.158,119.186,1,1,1.0
71,0.66,0.373,7,-7.874,1,0.028999999999999998,0.701,0.0,0.226,0.348,126.887,1,1,0.8
67,0.5579999999999999,0.5529999999999999,4,-6.669,1,0.0323,0.49200000000000005,0.0,0.11599999999999999,0.251,134.263,1,1,1.0
58,0.493,0.515,9,-6.551,1,0.0232,0.46799999999999997,1.27e-05,0.0873,0.33399999999999996,79.987,1,1,1.0
51,0.7509999999999999,0.281,9,-9.282,1,0.0429,0.743,0.0,0.26,0.386,124.89,1,1,0.6
0,0.495,0.149,5,-8.379,1,0.0409,0.904,3.77e-05,0.109,0.179,120.322,1,1,0.8
0,0.6759999999999999,0.43,11,-10.562999999999999,1,0.0232,0.168,0.0299,0.109,0.23,104.98200000000001,1,1,1.0
0,0.644,0.7120000000000001,5,-6.94,0,0.0599,0.0244,2.57e-05,0.0939,0.963,90.035,1,1,1.0
0,0.617,0.273,4,-11.265,1,0.0294,0.86,0.0,0.14800000000000002,0.28300000000000003,109.999,1,1,1.0
47,0.406,0.7959999999999999,6,-7.851,0,0.19699999999999998,0.0612,2.7000000000000002e-05,0.311,0.25,169.895,1,1,1.0
0,0.6809999999999999,0.887,0,-6.4110000000000005,1,0.0547,0.307,0.0,0.0837,0.561,93.009,1,1,1.0
47,0.498,0.392,3,-10.683,1,0.0423,0.539,4.54e-06,0.0937,0.16399999999999998,78.01,1,1,1.0
49,0.593,0.34600000000000003,4,-10.128,1,0.0363,0.40399999999999997,0.000686,0.0966,0.17,74.013,1,1,1.0
64,0.523,0.391,7,-9.283,1,0.0298,0.395,0.0,0.142,0.354,139.905,1,1,1.0
64,0.415,0.508,0,-9.169,1,0.0363,0.0509,0.0162,0.10300000000000001,0.114,188.74400000000003,1,1,1.0
40,0.525,0.5479999999999999,9,-7.3660000000000005,0,0.0739,0.784,3.55e-06,0.3,0.406,92.23700000000001,1,1,1.0
31,0.53,0.833,4,-6.778,0,0.0344,0.00045099999999999996,0.016,0.409,0.741,147.911,1,1,1.0
45,0.562,0.787,9,-4.018,1,0.0282,0.254,0.000152,0.688,0.446,162.02700000000002,1,1,1.0
52,0.705,0.519,5,-7.29,1,0.0341,0.0609,0.0324,0.305,0.521,116.98299999999999,1,1,1.0
57,0.565,0.565,9,-8.52,1,0.0368,0.494,0.00262,0.127,0.35,136.042,1,1,1.0
42,0.531,0.838,4,-6.875,0,0.0386,0.00054,0.019,0.374,0.682,148.028,1,1,1.0
60,0.6759999999999999,0.565,10,-9.411,1,0.03,0.00321,0.000579,0.24100000000000002,0.6890000000000001,113.007,1,1,1.0
41,0.595,0.723,2,-6.737,1,0.0266,0.00329,3.41e-05,0.157,0.349,127.97200000000001,1,1,1.0
45,0.531,0.552,5,-10.887,1,0.0327,0.14300000000000002,3.4e-05,0.10300000000000001,0.23399999999999999,164.028,1,1,1.0
68,0.537,0.561,4,-6.961,0,0.0297,0.423,1.64e-06,0.134,0.242,78.13,1,1,1.0
28,0.314,0.505,8,-7.595,0,0.0374,0.0627,0.000509,0.11699999999999999,0.201,76.759,1,1,1.0
45,0.344,0.405,2,-7.739,1,0.0289,0.621,0.136,0.195,0.385,73.667,1,1,1.0
60,0.36700000000000005,0.428,8,-12.259,0,0.0308,0.562,3.23e-06,0.22899999999999998,0.5379999999999999,170.722,1,1,1.0
38,0.5670000000000001,0.33399999999999996,8,-7.8229999999999995,1,0.0322,0.653,0.0,0.113,0.17800000000000002,169.898,1,1,1.0
50,0.621,0.5710000000000001,3,-8.095,1,0.03,0.449,0.0401,0.096,0.4,104.98899999999999,1,1,1.0
50,0.631,0.507,5,-7.872000000000001,1,0.0263,0.455,1.74e-05,0.096,0.37799999999999995,140.109,1,1,1.0
6,0.713,0.342,2,-8.613,1,0.0802,0.5539999999999999,7.61e-06,0.113,0.662,79.977,1,1,1.0
61,0.495,0.149,5,-8.379,1,0.0409,0.904,3.77e-05,0.109,0.179,120.322,1,1,0.8
66,0.358,0.5479999999999999,8,-5.997999999999999,1,0.027000000000000003,0.36,0.0,0.17300000000000001,0.518,163.434,1,1,1.0
60,0.29100000000000004,0.755,5,-4.95,0,0.05,0.0621,0.0,0.0836,0.457,145.343,1,1,1.0
49,0.595,0.5329999999999999,10,-5.18,1,0.0256,0.157,0.0,0.0794,0.466,135.89,1,1,1.0
57,0.52,0.9690000000000001,1,-3.612,1,0.0331,4.47e-05,0.00232,0.157,0.63,97.598,1,1,1.0
65,0.28800000000000003,0.371,11,-8.001,1,0.0386,0.6659999999999999,0.0,0.129,0.19699999999999998,52.571999999999996,1,1,1.0
51,0.63,0.40299999999999997,11,-10.35,1,0.0273,0.536,2.2800000000000002e-05,0.17800000000000002,0.509,80.016,1,1,1.0
60,0.65,0.601,8,-9.131,1,0.0265,0.135,0.000778,0.294,0.63,108.016,1,1,1.0
62,0.6759999999999999,0.43,11,-10.562999999999999,1,0.0232,0.168,0.0299,0.109,0.23,104.98200000000001,1,1,1.0
49,0.55,0.763,7,-5.957999999999999,0,0.0345,0.00366,0.0206,0.226,0.532,95.0,1,1,1.0
48,0.517,0.516,1,-8.681000000000001,1,0.0286,0.59,0.0389,0.141,0.24100000000000002,79.979,1,1,1.0
51,0.47600000000000003,0.465,1,-8.304,0,0.0273,0.028999999999999998,0.000646,0.171,0.461,144.045,1,1,1.0
64,0.32799999999999996,0.465,6,-9.81,1,0.0334,0.72,2.16e-06,0.175,0.342,149.246,1,1,1.0
57,0.331,0.7490000000000001,6,-12.075999999999999,1,0.0674,0.0638,4.91e-05,0.10800000000000001,0.29100000000000004,147.92,1,1,1.0
59,0.415,0.7170000000000001,11,-11.569,1,0.10800000000000001,0.13,3.07e-06,0.263,0.552,110.365,1,1,1.0
59,0.479,0.493,7,-11.694,1,0.0293,0.0263,3.76e-06,0.0718,0.43799999999999994,144.546,1,1,1.0
54,0.662,0.405,10,-17.227,1,0.0267,0.633,0.0,0.0938,0.919,90.585,1,1,1.0
60,0.474,0.871,1,-4.013,0,0.0405,0.00125,0.0,0.20199999999999999,0.545,137.102,1,1,1.0
72,0.657,0.337,9,-10.546,1,0.0433,0.45,0.0,0.106,0.183,125.057,1,1,0.6
48,0.42100000000000004,0.485,7,-7.446000000000001,1,0.0333,0.797,2.02e-05,0.11699999999999999,0.16399999999999998,132.172,1,1,1.0
63,0.746,0.35,2,-8.649,1,0.07400000000000001,0.5720000000000001,7.29e-06,0.11800000000000001,0.612,80.02600000000001,1,1,1.0
63,0.22899999999999998,0.6970000000000001,6,-5.297999999999999,1,0.0304,0.0342,0.0,0.0749,0.292,152.236,1,1,1.0
63,0.292,0.397,7,-9.161,1,0.0346,0.755,0.0,0.28,0.187,86.491,1,1,1.0
52,0.452,0.725,3,-7.894,1,0.11199999999999999,0.0111,0.0,0.107,0.705,100.931,1,1,1.0
